"subgroup","n","OR_traditional","OR_trad_CI_lo","OR_trad_CI_hi","RD_traditional","p_traditional","mean_CATE_cf","direction_consistent"
"age_lt65",5642,1.06721574928138,0.869110982990356,1.31047642683726,0.00420455287985512,0.534633171706841,0.0112324748816118,TRUE
"age_ge65",3814,1.44244727179576,1.16989910591428,1.77849023167259,0.0341952259333324,0.000606716405762125,0.0134542745995983,TRUE
"egfr_lt60",1130,1.17955561377175,0.913230786198932,1.5235485564077,0.0343520537302954,0.205940067941782,0.0122881425218003,TRUE
"egfr_60_89",3387,1.38961490106699,1.08465425595405,1.78031807155812,0.0246384725465093,0.00924566058202302,0.0131260353716757,TRUE
"egfr_ge90",4939,1.20630252100743,0.895322301226272,1.62529825314954,0.00660212451257207,0.217549007010288,0.0114081279107961,TRUE
"dm_yes",3348,1.09519962258903,0.882495345208211,1.35917115011656,0.00895762072232641,0.409143833403294,0.0103502978989698,TRUE
"dm_no",6108,1.37968619946753,1.12966887485305,1.68503713908978,0.0205490930203012,0.00160349683552746,0.0131033774130928,TRUE
"hf_yes",4005,1.26443630152619,1.02147030580627,1.56519396748911,0.0199232667304116,0.0311520599832466,0.0120829525908159,TRUE
"hf_no",5451,1.20978450564227,0.989896446440918,1.47851682401153,0.0133992938684814,0.0627755544583057,0.0121621723497898,TRUE
